SHAPE_AREA,NOMBRE_PARQUE,TIPOLOGIA,LAT,LONG,VALUE
15203.51994,PARQUE LA FUERZA,parque de barrio,25.6825558,-100.4049984,400
14896.7025,PARQUE SAN EVARISTO,parque de barrio,25.67954759,-100.3985477,400
14415.41653,PARQUE VILLITAS DEL OBISPO,parque de barrio,25.67679804,-100.4009283,400
11678.8478,PARQUE LA RETAMA,parque de barrio,25.68040186,-100.4071316,400
10023.98069,POLIDEPORTIVO REVOLUCION,parque de barrio,25.68073476,-100.4121209,400
