SHAPE_AREA,NOMBRE_PARQUE,TIPOLOGIA,LAT,LONG,VALUE
7858.975477,UNIDAD SAN PEDRO,parque lineal,25.68475698,-100.4066554,400
3020.838474,PARQUE LINEAL PLAN DE AYALA,parque lineal,25.66903339,-100.4087833,400
2785.882422,PARQUE FRATERNIDAD,parque lineal,25.68078883,-100.4151583,400
2113.70822,PARQUE LA AMISTAD ORIENTE,parque lineal,25.68317352,-100.414819,400
980.8443659,PARQUE CLOUTHIER,parque lineal,25.68095924,-100.4179616,400
