SHAPE_AREA,NOMBRE_PARQUE,TIPOLOGIA,LAT,LONG,VALUE
1493.555576,PARQUE PONIENTE VERDE,parque de bolsillo,25.67685794,-100.400277,400
1328.445993,JESUS M. GARZA,parque de bolsillo,25.66571047,-100.4176147,400
1151.688358,PARQUE DE BOLSILLO LUCIO BLANCO 3er SECTOR,parque de bolsillo,25.67482209,-100.39218,400
1107.127025,JESUS M. GARZA EN MORONES PRIETO,parque de bolsillo,25.66910004,-100.4241881,400
924.0066608,LUIS ECHEVERRIA EN IGLESIA,parque de bolsillo,25.67095128,-100.4045003,400
